2021-01-04,159.3314971923828
2021-01-05,160.12850189208984
2021-01-06,159.0586700439453
2021-01-07,158.82100296020508
2021-01-08,158.88380126953126
2021-01-11,158.35491689046225
2021-01-12,158.02442932128906
2021-01-13,158.0581874847412
2021-01-14,157.8710005018446
2021-01-15,157.6051498413086
2021-01-19,157.46268116344106
2021-01-20,157.93820826212564
2021-01-21,158.50830782376804
2021-01-22,158.94424983433314
2021-01-25,159.32796630859374
2021-01-26,159.7641248703003
2021-01-27,159.87382327809053
2021-01-28,159.98533291286893
2021-01-29,160.0024205258018
2021-02-01,160.35949935913087
2021-02-02,160.77095177060082
2021-02-03,160.99165829745206
2021-02-04,161.23332546068275
2021-02-05,161.4989159901937
2021-02-08,161.68483947753907
2021-02-09,161.82196103609525
2021-02-10,161.9148141366464
2021-02-11,161.9573745727539
2021-02-12,162.02386158910292
2021-02-16,162.07131601969402
2021-02-17,162.17972540086316
2021-02-18,162.3119683265686
2021-02-19,162.317514592951
2021-02-22,162.22102894502527
2021-02-23,162.14971400669643
2021-02-24,162.03379143608942
2021-02-25,161.78579711914062
2021-02-26,161.59792086952612
2021-03-01,161.48789743276743
2021-03-02,161.31886253356933
2021-03-03,161.048890276653
2021-03-04,160.75911894298736
2021-03-05,160.5094416418741
2021-03-08,160.21598850597036
2021-03-09,160.05879991319443
2021-03-10,159.90278260604194
2021-03-11,159.8129256228183
2021-03-12,159.7017084757487
2021-03-15,159.58706135652503
2021-03-16,159.48718017578125
2021-03-17,159.43422564338235
2021-03-18,159.2797117966872
2021-03-19,159.1753398967239
2021-03-22,159.10808365433306
2021-03-23,159.06748213334518
2021-03-24,158.9833038875035
2021-03-25,158.8662810743901
2021-03-26,158.75826763284618
2021-03-29,158.67400036827993
2021-03-30,158.57550862630208
2021-03-31,158.51204118572298
2021-04-01,158.5045889577558
2021-04-05,158.54953995961992
2021-04-06,158.59081268310547
2021-04-07,158.6735616830679
2021-04-08,158.76888645056522
2021-04-09,158.91576875145756
2021-04-12,159.06361770629883
2021-04-13,159.22211600041044
2021-04-14,159.32822854178292
2021-04-15,159.4638098058566
2021-04-16,159.60975689358182
2021-04-19,159.73291768113228
2021-04-20,159.8275336188239
2021-04-21,159.93784647623698
2021-04-22,160.01040107325503
2021-04-23,160.10174659629922
2021-04-26,160.23441647260617
2021-04-27,160.36906317215931
2021-04-28,160.5260124206543
2021-04-29,160.68699382263938
2021-04-30,160.84167685159824
2021-05-03,160.94387946071396
2021-05-04,160.9992321559361
2021-05-05,161.02897051642924
2021-05-06,161.0788487279138
2021-05-07,161.11909765484688
2021-05-10,161.1009772907604
2021-05-11,161.10203929429645
2021-05-12,161.06309441460505
2021-05-13,161.03024174616888
2021-05-14,161.0314891649329
2021-05-17,161.05824197748655
2021-05-18,161.06415427999295
2021-05-19,161.06968945954975
2021-05-20,161.08338022232056
2021-05-21,161.07379905464722
2021-05-24,161.08579596694634
2021-05-25,161.10465155707465
2021-05-26,161.1261849975586
2021-05-27,161.12994052395962
2021-05-28,161.1301715327244
2021-06-01,161.12825234422405
2021-06-02,161.13374504676233
2021-06-03,161.11676170712425
2021-06-04,161.10916022534641
2021-06-07,161.09786431143218
2021-06-08,161.11737950642905
2021-06-09,161.1443530441424
2021-06-10,161.201972545277
2021-06-11,161.25728366611241
2021-06-14,161.32814271109444
2021-06-15,161.3974201573735
2021-06-16,161.47956995378462
2021-06-17,161.59246069866677
2021-06-18,161.70239639282227
2021-06-21,161.79637589413895
2021-06-22,161.91057612532276
2021-06-23,162.02217627773766
2021-06-24,162.10910809834797
2021-06-25,162.17492537064985
2021-06-28,162.25705306256404
2021-06-29,162.33957293750794
2021-06-30,162.41754408805602
2021-07-01,162.4913917236328
2021-07-02,162.59502350337922
2021-07-06,162.76188948023037
2021-07-07,162.93428874015808
2021-07-08,163.1175151499667
2021-07-09,163.2932803814228
2021-07-12,163.4660607257872
2021-07-13,163.62062084313595
2021-07-14,163.77448083404312
2021-07-15,163.9072085707935
2021-07-16,164.01664779097945
2021-07-19,164.11563940609201
2021-07-20,164.22179897336193
2021-07-21,164.33077140476394
2021-07-22,164.45717955664765
2021-07-23,164.58842827933177
2021-07-26,164.73312735050283
2021-07-27,164.84993281834562
2021-07-28,164.9664787879357
2021-07-29,165.07085047827826
2021-07-30,165.07987565665408
2021-08-02,165.0901094201493
2021-08-03,165.11202701905958
2021-08-04,165.12975651509052
2021-08-05,165.1543856627189
2021-08-06,165.16833638509115
2021-08-09,165.18108585180826
2021-08-10,165.18669710661234
2021-08-11,165.18289842792586
2021-08-12,165.18284715924943
2021-08-13,165.17972234910533
2021-08-16,165.1782465225611
2021-08-17,165.15862716383236
2021-08-18,165.12636373012882
2021-08-19,165.09027022835593
2021-08-20,165.0584403991699
2021-08-23,165.04747805388078
2021-08-24,165.04896893913363
2021-08-25,165.04841698020513
2021-08-26,165.05299982210485
2021-08-27,165.0677180434718
2021-08-30,165.1039276123047
2021-08-31,165.1544400517812
2021-09-01,165.2067945571173
2021-09-02,165.25383131038507
2021-09-03,165.30470581054686
2021-09-07,165.36411976953696
2021-09-08,165.42755508422852
2021-09-09,165.47830905804057
2021-09-10,165.5241665018016
2021-09-13,165.56607700892857
2021-09-14,165.60547429865056
2021-09-15,165.6517117602677
2021-09-16,165.70092687713966
2021-09-17,165.74240777212813
2021-09-20,165.7537638346354
2021-09-21,165.7616518979573
2021-09-22,165.77945876907518
2021-09-23,165.80689343728653
2021-09-24,165.8366168478261
2021-09-27,165.860689152898
2021-09-28,165.8603521367555
